title,predicted_category
Frau rassistisch beleidigt,Körperverletzung
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollmaßnahmen,Festnahme
Radfahrerin schwerverletzt,Raub
Verkehrsunfall mit schwerverletzter Fußgängerin,Raub
Bandenmäßiger bewaffneter Kokainhandel – Durchsuchungen und Festnahmen,Raub
Beschädigungen und Schmierereien – Staatsschutz ermittelt,Raub
Festnahme nach verübtem Raubüberfall,Diebstahl
„Krähenfüße“ auf der Fahrbahn,Raub
Einsatzkräfte bei Widerstandshandlungen verletzt,Verkehrsunfall
Nach Verfolgungsfahrt – Jugendlicher Raser ermittelt,Diebstahl
Bäckerei überfallen,Raub
Mutmaßlicher Fahrraddieb festgenommen,Raub
Einbruch in Büro,Sachbeschädigung
Motorradfahrer bei Verkehrsunfall schwer verletzt,Verkehrsunfall
Frau erliegt ihren Verletzungen,Raub
Seniorin bei Verkehrsunfall schwer verletzt,Verkehrsunfall
Sachbeschädigung an BVG Bus,Raub
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollen,Festnahme
Denkmal mit Farbe beschmiert,Raub
Übergabe neuer Motorräder,Raub
Bei Streit zugestochen,Raub
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollen,Festnahme
Zwei verletzte Polizeibeamte nach Widerstand – Mann festgenommen,Diebstahl
Mutmaßliche Einbrecher festgenommen,Raub
Nach kurzer Flucht gefasst,Diebstahl
Fahrlässige Brandstiftung,Raub
Festnahme eines mutmaßlichen Rauschgifthändlers,Diebstahl
Mann mit Holzknüppel angegriffen und verletzt,Raub
Einsatz von Spezialeinsatzkräften,Raub
Schwer verletzte Fußgängerin nach Verkehrsunfall,Verkehrsunfall
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollen,Festnahme
Tote Frau in Wohnung entdeckt – Mordkommission ermittelt,Sachbeschädigung
Polizisten beleidigt und bespuckt,Körperverletzung
Nach Zusammenstoß zwei schwer verletzte Radfahrer,Diebstahl
Brand im Gewerbegebiet,Raub
Bei Einbruch zu viel Lärm - Festnahme,Raub
Rassistisch beleidigt und bespuckt,Körperverletzung
Zwei Fahrgäste in einer Tram mit Nothammer verletzt,Sachbeschädigung
Widerstand geleistet,Raub
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrolle,Festnahme
Elektroroller gestohlen und mit Rauschmitteln gehandelt,Raub
Besonders schwerer Landfriedensbruch,Raub
Tätlicher Angriff auf Einsatzkräfte und versuchte gefährliche Körperverletzung,Raub
Rassistische Beleidigungen in Supermarkt,Sachbeschädigung
Widerstand gegen Einsatzkräfte,Raub
Auseinandersetzung zwischen zwei Gruppen,Raub
Wohnungseinbruch am Tage,Raub
Verkehrsunfall mit schwerverletztem Radfahrer,Raub
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollmaßnahmen,Festnahme
Kräfte der Feuerwehr mit Stein beworfen,Raub
Verkehrsunfall mit schwerverletztem Fußgänger,Raub
Fahrzeuge brannten,Raub
Bedrohung mit Messer,Raub
Schusswaffe gezeigt,Raub
Mutmaßliche Einbrecher festgenommen,Raub
Radfahrerin von dreirädrigem Motorrad erfasst – Fahrer begeht Unfallflucht,Raub
Polizeifahrzeug mit Stein beworfen,Raub
Frau bei Wohnungsbrand verstorben,Verkehrsunfall
Polizeieinsatz bei Kundgebungen und Ansammlungen,Raub
Zwei Leichtverletzte nach Körperverletzungen,Diebstahl
Mann bei Verkehrsunfall schwer verletzt,Verkehrsunfall
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollmaßnahmen,Festnahme
Verkehrsunfall mit drei Verletzten,Raub
"Körperverletzung, Tätlicher Angriff und Beleidigung",Raub
Posen ohne Fahrerlaubnis,Raub
Beim Rückwärtsfahren Fußgängerin verletzt,Raub
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollmaßnahmen,Festnahme
Schwer verletzter Mann erlag seinen Verletzungen,Raub
Körperverletzung und Beleidigung,Raub
Zwei Schwerverletzte nach Messerangriff,Diebstahl
Mitarbeiter eines Sicherheitsdienstes rassistisch beleidigt,Körperverletzung
Motorradfahrer bei Verkehrsunfall schwer verletzt,Verkehrsunfall
Sachbeschädigung an Parteibüro,Raub
Durchsuchungen in der salafistischen Szene wegen Subventionsbetrugs bei Corona-Soforthilfen,Sachbeschädigung
Kradfahrer und Sozius nach Verkehrsunfall schwer verletzt,Verkehrsunfall
Radfahrerin bei Unfall schwer verletzt,Verkehrsunfall
Vermeintliche Bombe erweist sich als ungefährlich,Raub
Mit gestohlenem Auto unterwegs,Brandstiftung
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollmaßnahmen,Festnahme
Hochmoderne Anlage für Ausbildungsbetrieb der Polizei Berlin,Raub
Nachbarschaftsstreitigkeiten eskaliert,Raub
Fahrradfahrer verletzt sich schwer,Verkehrsunfall
Geschwindigkeitsüberwachungsmaßnahmen,Raub
Ansammlung vor dem Reichstagsgebäude,Raub
Bank überfallen,Raub
Festnahmen nach Einbruch in ein Auto,Sachbeschädigung
Drogenfund bei Vollstreckung eines Haftbefehls,Raub
Zwei Pkw und eine Mülltonne in Brand gesetzt,Sachbeschädigung
Mann bei Verkehrsunfall schwer verletzt,Verkehrsunfall
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen,Festnahme
Festnahme nach Einbruch in Auto,Sachbeschädigung
Unfallflucht - Motorradfahrer schwer verletzt,Verkehrsunfall
Mann soll volksverhetzende Äußerungen gebrüllt haben,Raub
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollmaßnahmen,Festnahme
Festnahme nach Bedrohung mit Messer,Diebstahl
Mann rassistisch beleidigt und verletzt,Körperverletzung
VW und Mercedes angezündet,Raub
Angegriffen und fremdenfeindlich beleidigt,Körperverletzung
Motorradfahrer von Auto erfasst,Brandstiftung
Kind angefahren - schwer verletzt,Verkehrsunfall
Fußgängerin von Straßenbahn erfasst und schwer verletzt,Verkehrsunfall
Steinwurf auf Funkwagen,Raub
Ohne Fahrerlaubnis vor der Polizei geflüchtet,Raub
Journalistin bei Polizeieinsatz verletzt – Ermittlungen betreffen Polizisten,Raub
Ermittlungen wegen des Angriffs auf ein ZDF-Kamerateam vom 1. Mai 2020,Raub
Festnahmen nach Auseinandersetzung,Diebstahl
Festnahmen nach Einbrüchen in Autos,Sachbeschädigung
Tankstelle überfallen,Raub
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollmaßnahmen,Festnahme
Polizei überholt und geflüchtet,Raub
13-Jähriger erlitt Verletzungen bei Unfall – Frau mit Hund flüchtet,Raub
Bei der Flucht vor der Polizei Unfälle verursacht,Betrug
Gefährliche Körperverletzung,Raub
Supermarkt überfallen,Raub
Radfahrer bei Unfall schwer verletzt,Verkehrsunfall
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollmaßnahmen,Festnahme
Drei Verletzte bei Unfall,Raub
Polizeieinsatz auf dem Rosa-Luxemburg-Platz,Raub
Ohne Fahrerlaubnis vor der Polizei geflüchtet,Betrug
Fahrkartenautomat aufgesprengt,Raub
Polizeifahrzeug beschädigt,Raub
1. Mai – Polizei zieht überwiegend positive Bilanz,Raub
Auseinandersetzung auf der Straße,Raub
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollmaßnahmen,Festnahme
Mehrere Fahrzeuge bei Brand beschädigt,Raub
Brennendes Auto,Brandstiftung
Polizeieinsatz nach schwerem Hausfriedensbruch,Diebstahl
Ermittlungserfolg nach Sprengstofffund,Diebstahl
Zwei Gruppen gingen aufeinander los,Raub
Autofahrer flüchtet vor der Polizei,Betrug
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollmaßnahmen,Festnahme
Mit gestohlenem Auto Unfall verursacht und geflüchtet - Festnahme,Brandstiftung
Polizei mit Farbbeuteln beworfen,Raub
Mann mit Messer verletzt,Verkehrsunfall
Autos standen in Flammen,Sachbeschädigung
Rollläden eines Parteibüros beschädigt,Raub
Ermittlungen gegen mutmaßlichen Angreifer und Polizeibeamten,Raub
Parteibüro beschmiert,Raub
Zwei Festnahmen nach Plakatieren mit politischem Inhalt,Diebstahl
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollmaßnahmen,Festnahme
Schwerverletzter nach Verkehrsunfall,Diebstahl
Bauwagen in Park brannte,Sachbeschädigung
Zu schnell auf der Autobahn unterwegs,Raub
Sachbeschädigung durch Graffiti mit politischem Inhalt,Raub
Plakataktion,Raub
Motorrad durch Brand beschädigt,Raub
Zwei Festnahmen nach mutmaßlichem Drogenhandel,Diebstahl
Sachbeschädigung,Raub
Brennendes Auto,Brandstiftung
Senior nach Verkehrsunfall schwer verletzt,Verkehrsunfall
Feuer in Polizeigewahrsam,Sachbeschädigung
Gedenktafel beschädigt,Raub
Attacken aus dem Hinterhalt auf Polizeikräfte,Raub
Zwei Männer homophob beleidigt,Körperverletzung
Einsatzkräfte angehustet,Raub
Radfahrer schwer verletzt,Verkehrsunfall
Lkw in Brand gesetzt,Sachbeschädigung
Von mehreren Personen attackiert und verletzt,Raub
Fremdenfeindlich beleidigt und Hitlergruß gezeigt,Körperverletzung
Vier Festnahmen nach Wohnungseinbruch,Diebstahl
Auto brannte,Brandstiftung
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen,Festnahme
Nach Raubüberfall Tatverdächtiger wiedererkannt - Festnahme,Diebstahl
Wohnwagen brannte,Raub
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen,Festnahme
Polizeieinsatz bei Trauerzeremonie,Raub
Gefährliche Körperverletzung und Beleidigung aufgrund rassistischer Motivation,Raub
Drei Verletzte bei einem Unfall,Raub
Landfriedensbruch,Raub
Überfall - Zwei Männer mit Messer verletzt,Raub
Fahrer eines Kleinkraftrades und Fußgänger verletzt,Raub
Zweiradfahrer bei Verkehrsunfall schwer verletzt,Verkehrsunfall
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen,Festnahme
Kontrollen zur Verhinderung illegaler Autorennen,Raub
Polizeifahrzeug mit Steinen beworfen,Raub
Schadensträchtiger Raub in Wohnung,Sachbeschädigung
Nach Brandstiftungen – 61-Jähriger festgenommen,Diebstahl
Vor Polizei geflüchtet – Unfall verursacht,Raub
Unzulässiger Lärm – alkoholisierte Mieterin leistet Widerstand,Raub
Verkehrsunfall mit Schwerverletztem,Raub
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollmaßnahmen,Festnahme
Lkw und Wohnwagen brannten,Raub
Scharf geschossen,Raub
Mit Spritze gedroht,Raub
Ansammlung trotz Verbot,Raub
Ohne Licht gefahren – Wegen des Verdachts des Drogenhandels festgenommen,Raub
Trickbetrug aufgeflogen – Tatverdächtiger festgenommen,Raub
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollmaßnahmen,Festnahme
Fassade beschmiert – Festnahmen,Raub
Mit Axt gedroht und fremdenfeindlich beleidigt,Körperverletzung
Mutmaßliche Einbrecher festgenommen,Raub
Beraubt und gegen den Kopf getreten,Raub
Bauarbeiter von Auto erfasst und tödlich verletzt,Brandstiftung
Fußgängerin bei Verkehrsunfall tödlich verletzt,Verkehrsunfall
Einer unter vielen und trotzdem zu schnell,Raub
Zwei Jugendliche ausgeraubt - Festnahme,Raub
In stillem Gedenken,Sachbeschädigung
Gefälschte Plakate,Raub
Versuchter Geldautomatenaufbruch,Raub
Schwerer Verkehrsunfall,Raub
Beim Taschendiebstahl ertappt - Festnahme,Raub
Auto landete auf dem Dach,Brandstiftung
"Geschossen, beleidigt, gedroht und Parolen gebrüllt - Festnahme",Körperverletzung
Motorradfahrer bei Verkehrsunfall schwer verletzt,Verkehrsunfall
Student wieder aufgetaucht,Raub
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollmaßnahmen,Festnahme
Supermarkt überfallen,Raub
Radfahrerin beim Verkehrsunfall schwer verletzt,Verkehrsunfall
Kind vom Auto angefahren,Brandstiftung
Nach Verfolgungsfahrt - Führerschein und Fahrzeug beschlagnahmt,Diebstahl
Mitarbeiter der Feuerwehr von 34-Jährigem verletzt,Raub
Sachbeschädigungen mit politischem Hintergrund,Raub
Verkehrsunfälle verursacht,Raub
Bekämpfung von Betrugsfällen im Zusammenhang mit Corona-Soforthilfen,Raub
Vor der Polizei geflüchtet,Betrug
Zwei Autos mit Hakenkreuzen besprüht,Raub
Mehrere Festnahmen nach Sachbeschädigung,Diebstahl
Unbekannte spannen Seil auf einer Brücke – Fahrradfahrer verletzt,Raub
Auto brannte,Brandstiftung
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollmaßnahmen,Festnahme
Durchsuchungsbeschlüsse vollstreckt - Cannabisplantage entdeckt,Raub
Trickbetrug bei Seniorin in der Wohnung,Sachbeschädigung
Festnahme bei Fahrzeugkontrolle,Diebstahl
Hinter der Sonnenblende blinkte blaues Licht,Raub
Tötungsdelikt in Lichtenrade – Haftbefehl gegen 62-Jährige vollstreckt,Sachbeschädigung
Verkehrsunfall mit schwer verletzter Radfahrerin,Verkehrsunfall
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollmaßnahmen,Festnahme
"Homophob beleidigt, geschlagen und getreten",Körperverletzung
Fußgänger rettet sich mit Sprung zur Seite vor Ferrari,Raub
Fensterscheibe eines Vereinshauses beschädigt und Fassade beschmiert,Raub
Polizist bei Geschwindigkeitskontrolle durch Raser gefährdet,Raub
Bewaffneter Überfall auf Supermarkt,Raub
Verbotenes Rennen auf der Stadtautobahn,Raub
Versuchter Raub endete mit drei Festnahmen,Diebstahl
Mehrere Brandstiftungen an Fahrzeugen,Raub
Motorradfahrer nach Verkehrsunfall schwer verletzt – Autofahrer flüchtig,Verkehrsunfall
Beziehungsstreit eskaliert,Raub
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollmaßnahmen,Festnahme
Festnahme von zwei Tatverdächtigen bei Sondereinsatz,Diebstahl
Festnahme nach versuchtem Wohnungseinbruch,Diebstahl
"Verbotenes Kraftfahrzeugrennen, Verkehrsunfallflucht und Widerstand",Raub
Verdacht der Brandstiftung,Raub
Zusammenstoß auf Kreuzung,Raub
In eigener Wohnung überfallen und verletzt,Sachbeschädigung
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollmaßnahmen,Festnahme
Festnahme nach Überfall mit Hammer,Diebstahl
Mit Baseballschläger angegriffen,Raub
Unfall nach verbotenen Kraftfahrzeugrennen,Diebstahl
Gaststätte angezündet,Raub
Auto angezündet,Brandstiftung
Frau bei Wohnungsbrand verstorben,Verkehrsunfall
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollmaßnahmen,Festnahme
Ansammlung trotz Verbot,Raub
Supermarkt überfallen,Raub
Feuer in Wohnhaus,Sachbeschädigung
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollmaßnahmen,Festnahme
Kleinpflastersteine gegen die Scheiben der „Alexwache“ geworfen – Festnahme,Raub
BVG-Bus mit Steinen beworfen,Raub
Antisemitische Beschimpfungen,Raub
Radfahrer bei Unfall verletzt,Verkehrsunfall
Fußgängerin bei Unfall schwer verletzt,Verkehrsunfall
Betrunkener fährt in Gleisbett,Sachbeschädigung
Firmenfahrzeug angezündet,Raub
Seniorin nach Sturz schwer verletzt,Verkehrsunfall
Autofahrer nach diversen Ordnungswidrigkeiten und Straftaten festgenommen,Diebstahl
Bekämpfung von Betrugsfällen im Zusammenhang mit Corona-Soforthilfen,Raub
Mann von mehreren Personen angegriffen und verletzt,Raub
Viel zu schnell unterwegs,Raub
Auto brannte,Brandstiftung
Betrunkener Autofahrer fährt gegen Polizeifahrzeug,Raub
Frau bei Wohnungsbrand verstorben,Verkehrsunfall
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollmaßnahmen,Festnahme
Mordkommission ermittelt,Raub
Kradfahrer nach Verkehrsunfall schwer verletzt,Verkehrsunfall
Subventionsbetrug mit möglichem islamistischem Hintergrund vereitelt,Raub
Senior überfallen,Raub
Tatverdächtigter zum räuberischen Diebstahl identifiziert,Raub
Verbotenes Kraftfahrzeugrennen - ein Leichtverletzter,Raub
Seniorin im Bus gestürzt und schwer verletzt,Verkehrsunfall
Sachbeschädigung und Tätlicher Angriff auf Vollstreckungsbeamte,Raub
Rassistisch beleidigt und angespuckt,Körperverletzung
Nach Sachbeschädigung Widerstand geleistet,Diebstahl
Versuchter Aufbruch eines Geldausgabeautomaten,Raub
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollmaßnahmen,Festnahme
Spätkauf überfallen,Raub
Radfahrer schwer verletzt,Verkehrsunfall
Festnahmen nach versuchtem Tötungsdelikt am Lindencenter,Diebstahl
Geldautomat aufgebrochen,Raub
Nach Geschäftseinbruch festgenommen,Diebstahl
Landfriedensbruch und gefährliche Körperverletzung,Raub
Ohne Führerschein vor der Polizei geflüchtet,Betrug
Alkoholisierter Fahrer flüchtete vor der Polizei,Betrug
Ermittlungen nach gefährlichen Körperverletzungen und Sachbeschädigung,Diebstahl
Betrunkener Taxigast wurde aggressiv,Raub
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollmaßnahmen,Festnahme
Brand in Baugrube,Sachbeschädigung
Beleidigt und getreten,Raub
Fahrzeugteile abgebrochen und gestohlen – zwei Festnahmen,Raub
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollmaßnahmen,Festnahme
Festnahme nach Raub - Zeuge verletzt,Diebstahl
Fünf Festnahmen nach gefährlicher Körperverletzung,Diebstahl
Autos brannten,Raub
Geldausgabeautomat aufgebrochen,Raub
Autofahrer überholt Zivilstreife und flüchtet dann,Raub
Körperverletzung mit homophobem Hintergrund,Raub
Mit Holzlatten angegriffen,Raub
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen,Festnahme
Ermittlungen nach versuchter gefährlicher Körperverletzung,Diebstahl
Auto angezündet,Brandstiftung
Mutmaßlicher Einbrecher nach Flucht festgenommen,Diebstahl
Drohnenflug in Flugbeschränkungsgebiet,Sachbeschädigung
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen,Festnahme
Radfahrer bei Verkehrsunfall schwer verletzt,Verkehrsunfall
Autofahrer und Beifahrerin bei Unfall verletzt,Verkehrsunfall
Mülltonnen und ein Transporter brannten,Raub
Zwei Verletzte bei Verkehrsunfall,Raub
Betrunkener attackiert Polizeikräfte,Raub
Alkoholisiert vor Polizei geflüchtet und Unfall verursacht,Raub
Ansammlungen trotz Verbot,Raub
Verletzter nach Auseinandersetzung,Diebstahl
Bei Raubüberfall verletzt,Verkehrsunfall
Festnahme nach Einbruch,Diebstahl
Bitte um Ruhe führt zu Auseinandersetzung in einer Straßenbahn,Raub
Festnahme nach Spuckattacke,Diebstahl
Führerscheine und Autos beschlagnahmt,Raub
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollmaßnahmen,Festnahme
Konsulatsgebäude mit Steinen beworfen,Raub
Mann zwischen zwei Bussen eingeklemmt und lebensbedrohlich verletzt,Raub
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollmaßnahmen,Festnahme
18-Jähriger nach schwerem Raub festgenommen,Diebstahl
Beim Rückwärtsfahren Fußgängerin erfasst,Raub
Fremdenfeindliche Parolen gerufen,Raub
Unbekannter Radfahrer schwer verletzt,Verkehrsunfall
Familie beleidigt,Körperverletzung
Farbattacke auf Bürgerbüro eines Abgeordneten,Raub
Seniorenpaar nach Unfall im Parkhaus schwerverletzt,Diebstahl
Erneut Gräber von im Dienst getöteten Polizeibeamten geschändet,Raub
Senior bei Raub verletzt,Verkehrsunfall
Festnahme nach Einbruch in Moschee,Sachbeschädigung
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollmaßnahmen,Festnahme
"Mann homophob beleidigt, geschlagen und getreten",Körperverletzung
Supermarktüberfall,Raub
Brand auf Stadtschlossbaustelle,Raub
Festnahme nach mutmaßlichem Drogenfund,Diebstahl
Schlafstätte eines Obdachlosen angezündet - Festnahme,Raub
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollmaßnahmen,Festnahme
Radfahrerin bei Verkehrsunfall schwerverletzt,Raub
Festnahme nach Einbruch in Transporter,Sachbeschädigung
Schwerer Verkehrsunfall,Raub
Kontrolle über das Auto verloren,Brandstiftung
Wohnwagen angezündet,Raub
13-jährige Vermisste wohlbehalten zurück,Raub
Motorradfahrer schwer verletzt,Verkehrsunfall
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollmaßnahmen,Festnahme
Mann bei Auseinandersetzung schwer verletzt,Verkehrsunfall
Fußgänger und Radfahrer stoßen auf der Fahrbahn zusammen,Raub
Explosivkörper beschlagnahmt,Raub
Auto ging in Flammen auf,Brandstiftung
Überfall mit Glasflasche,Raub
Führerschein und Auto beschlagnahmt,Brandstiftung
Nach Flucht vor Polizei Drogen gefunden,Diebstahl
Wohnmobil ausgebrannt,Raub
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollmaßnahmen,Festnahme
Passant bemerkt brennendes Auto,Brandstiftung
Personengruppe fremdenfeindlich beleidigt,Körperverletzung
Polizisten bedroht und bespuckt,Raub
Radfahrer bei Unfall schwer verletzt,Verkehrsunfall
Mann von hinten niedergeschlagen,Raub
Junger Mann schwer verletzt,Verkehrsunfall
Ansammlungen trotz Verbot,Raub
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollmaßnahmen,Festnahme
Autos brannten,Raub
Kind von Auto erfasst,Brandstiftung
Geldboten überfallen,Raub
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollmaßnahmen,Festnahme
Mann mit Gesichtsverletzungen entdeckt,Raub
Mann verletzt sich bei Verfolgung eines Räubers schwer,Verkehrsunfall
Bürgerbüro beschädigt,Raub
Industrieunternehmen erpresst - Tatverdächtiger festgenommen,Raub
Festnahme nach mutmaßlichem Drogenfund,Diebstahl
Radfahrer nach Sturz vom Fahrrad verstorben – Verkehrsermittler suchen nach Zeugen,Verkehrsunfall
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen,Festnahme
Rund 1.460 Geschwindigkeitsüberschreitungen in fünfeinhalb Stunden,Sachbeschädigung
Supermarkt überfallen – Räuber flüchtete mit Beute,Raub
Ohne Führerschein vor der Polizei geflüchtet,Betrug
Festnahmen nach versuchten Einbrüchen,Diebstahl
Gesuchter Zeuge identifiziert,Raub
Handy in Zug geraubt - Festnahme,Sachbeschädigung
Festnahme nach Drogenübergabe,Diebstahl
Geld geraubt,Raub
Polizeikräfte bei Widerstand verletzt,Verkehrsunfall
Mutmaßlicher Räuber soll mit Gürtel geschlagen haben,Raub
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollmaßnahmen,Festnahme
Mann nach versuchtem Einbruch festgenommen,Diebstahl
Automaten aufgebrochen,Raub
Bedrohung mit Schusswaffe und Gefährliche Körperverletzung,Raub
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollmaßnahmen,Festnahme
Zwei Autos brannten,Raub
Zwei Autos brannten,Raub
Vermisster tot aufgefunden,Raub
Mieter nach Wohnungsbrand festgenommen,Diebstahl
Mutmaßlicher Räuber festgenommen,Raub
Überfall auf Tankstelle,Raub
Festnahme nach versuchtem Wohnungseinbruch,Diebstahl
Brennpunkt- und Präsenzeinheit in der Direktion 5 personell ausgebaut,Sachbeschädigung
Vermisster Steglitzer wieder angetroffen,Raub
Tötungsdelikt in Mehrfamilienhaus,Sachbeschädigung
Fußgänger schwer verletzt,Verkehrsunfall
Festnahme nach Wohnungseinbruch,Diebstahl
Zwei Festnahmen nach Einbruch in Werkstattwagen,Sachbeschädigung
In der U-Bahn mit Pfefferspray besprüht – mehrere Verletzte,Sachbeschädigung
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollmaßnahmen,Festnahme
Gruppe greift zwei Männer an,Raub
83-Jähriger nach Verkehrsunfall verstorben,Verkehrsunfall
Einbruch in Imbiss - Festnahme,Sachbeschädigung
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollmaßnahmen,Festnahme
Mehrere Autos aufgebrochen - Festnahme,Raub
Jugendlicher von Taxi mitgeschleift,Raub
Verletzte nach Schlägerei,Diebstahl
Im Fahrstuhl beleidigt,Körperverletzung
Autos brannten,Raub
Verkehrsunfall mit schwerverletztem Radfahrer,Raub
Verkehrsunfall mit schwerverletztem Radfahrer,Raub
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollmaßnahmen,Festnahme
Seniorin bei Verkehrsunfall schwer verletzt,Verkehrsunfall
Nach Doppelmord an Mutter und Tochter - Haftbefehl vollstreckt,Raub
Zweiradfahrer bei Unfall verletzt,Verkehrsunfall
Auto brannte – Verdacht der Brandstiftung,Brandstiftung
Verbotenes Kraftfahrzeugrennen und Unfallflucht,Raub
Verfolgungsfahrt mit anschließender Festnahme,Raub
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollmaßnahmen,Festnahme
Zu schnell unterwegs,Raub
Radfahrerin bei Sturz schwer verletzt,Verkehrsunfall
Rasante Fahrt endete im Verkehrsunfall – Führerschein und Auto sichergestellt,Brandstiftung
Versuchter Einbruch im Lebensmittelgeschäft – zwei Festnahmen,Raub
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Maßnahmen,Festnahme
Fremdenfeindliche Rufe vom Balkon,Raub
Drogen beschlagnahmt,Raub
Feuer in Kleingartenanlage,Sachbeschädigung
Vor der Polizei geflüchtet,Betrug
Festnahme nach Taschendiebstahl,Diebstahl
Handy vom Rollstuhlfahrer gefordert,Raub
Brand in Kleingartenkolonie,Sachbeschädigung
34-Jährige von Auto erfasst,Brandstiftung
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollmaßnahmen,Festnahme
Radfahrer von Auto erfasst,Brandstiftung
Fremdenfeindliche Tat zum Nachteil einer Familie,Raub
Polizeikräfte mit Messer bedroht,Raub
Fußgängerin vom Auto erfasst,Brandstiftung
Schwer verletztes Ehepaar nach Verkehrsunfall,Verkehrsunfall
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollmaßnahmen,Festnahme
Versuchter Aufbruch eines Geldausgabeautomaten,Raub
Polizeikräfte mit Holzlatte attackiert,Raub
Junger Mann tritt Senior bis zur Bewusstlosigkeit gegen den Kopf,Raub
Schnelle Spritztour in Pyjama und Bademantel,Sachbeschädigung
Bilanz zur Verkehrssicherheitslage 2019 in Berlin,Sachbeschädigung
Drogeriemarkt von angeblichen Handwerkern überfallen,Raub
Räuberischer Diebstahl,Raub
